frame,time_s,Kc,target_speed,left_gain,right_gain,tau,error_L,error_R,command_L,command_R,left_speed,right_speed,v,w,theta_deg,x,y
2631,42.096,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.426,485.0,457.33
2634,42.144,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.457,485.87,458.01
2637,42.192,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.489,486.73,458.7
2640,42.24,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.52,487.59,459.38
2643,42.288,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.551,488.45,460.07
2646,42.336,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.583,489.31,460.75
2649,42.384,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.614,490.17,461.44
2652,42.432,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.645,491.03,462.13
2655,42.48,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.677,491.89,462.82
2658,42.528,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.708,492.75,463.5
2661,42.576,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.739,493.61,464.19
2664,42.624,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.771,494.47,464.88
2667,42.672,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.802,495.33,465.57
2670,42.72,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.834,496.18,466.26
2673,42.768,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.865,497.04,466.95
2676,42.816,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.896,497.9,467.65
2679,42.864,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.928,498.76,468.34
2682,42.912,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.959,499.61,469.03
2685,42.96,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,38.99,500.47,469.72
2688,43.008,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.022,501.32,470.42
2691,43.056,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.053,502.18,471.11
2694,43.104,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.084,503.03,471.8
2697,43.152,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.116,503.89,472.5
2700,43.2,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.147,504.74,473.19
2703,43.248,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.178,505.6,473.89
2706,43.296,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.21,506.45,474.58
2709,43.344,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.241,507.3,475.28
2712,43.392,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.272,508.15,475.98
2715,43.44,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.304,509.01,476.67
2718,43.488,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.335,509.86,477.37
2721,43.536,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.366,510.71,478.07
2724,43.584,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.398,511.56,478.77
2727,43.632,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.429,512.41,479.47
2730,43.68,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.46,513.26,480.17
2733,43.728,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.492,514.11,480.87
2736,43.776,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.523,514.96,481.57
2739,43.824,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.554,515.81,482.27
2742,43.872,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.586,516.66,482.97
2745,43.92,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.617,517.51,483.67
2748,43.968,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.648,518.36,484.38
2751,44.016,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.68,519.2,485.08
2754,44.064,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.711,520.05,485.78
2757,44.112,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.743,520.9,486.49
2760,44.16,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.774,521.74,487.19
2763,44.208,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.805,522.59,487.89
2766,44.256,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.837,523.44,488.6
2769,44.304,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.868,524.28,489.31
2772,44.352,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.899,525.13,490.01
2775,44.4,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.931,525.97,490.72
2778,44.448,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.962,526.81,491.43
2781,44.496,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,39.993,527.66,492.13
2784,44.544,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.025,528.5,492.84
2787,44.592,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.056,529.34,493.55
2790,44.64,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.087,530.19,494.26
2793,44.688,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.119,531.03,494.97
2796,44.736,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.15,531.87,495.68
2799,44.784,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.181,532.71,496.39
2802,44.832,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.213,533.55,497.1
2805,44.88,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.244,534.39,497.81
2808,44.928,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.275,535.23,498.52
2811,44.976,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.307,536.07,499.23
2814,45.024,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.338,536.91,499.95
2817,45.072,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.369,537.75,500.66
2820,45.12,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.401,538.59,501.37
2823,45.168,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.432,539.43,502.09
2826,45.216,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.463,540.27,502.8
2829,45.264,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.495,541.1,503.52
2832,45.312,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.526,541.94,504.23
2835,45.36,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.558,542.78,504.95
2838,45.408,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.589,543.61,505.66
2841,45.456,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.62,544.45,506.38
2844,45.504,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.652,545.29,507.1
2847,45.552,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.683,546.12,507.81
2850,45.6,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.714,546.96,508.53
2853,45.648,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.746,547.79,509.25
2856,45.696,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.777,548.62,509.97
2859,45.744,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.808,549.46,510.69
2862,45.792,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.84,550.29,511.41
2865,45.84,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.871,551.12,512.13
2868,45.888,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.902,551.96,512.85
2871,45.936,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.934,552.79,513.57
2874,45.984,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.965,553.62,514.29
2877,46.032,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,40.996,554.45,515.02
2880,46.08,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.028,555.28,515.74
2883,46.128,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.059,556.11,516.46
2886,46.176,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.09,556.94,517.19
2889,46.224,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.122,557.77,517.91
2892,46.272,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.153,558.6,518.63
2895,46.32,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.184,559.43,519.36
2898,46.368,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.216,560.26,520.08
2901,46.416,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.247,561.09,520.81
2904,46.464,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.278,561.91,521.54
2907,46.512,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.31,562.74,522.26
2910,46.56,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.341,563.57,522.99
2913,46.608,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.372,564.39,523.72
2916,46.656,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.404,565.22,524.45
2919,46.704,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.435,566.05,525.17
2922,46.752,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.467,566.87,525.9
2925,46.8,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.498,567.7,526.63
2928,46.848,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.529,568.52,527.36
2931,46.896,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.561,569.34,528.09
2934,46.944,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.592,570.17,528.82
2937,46.992,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.623,570.99,529.56
2940,47.04,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.655,571.81,530.29
2943,47.088,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.686,572.64,531.02
2946,47.136,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.717,573.46,531.75
2949,47.184,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.749,574.28,532.48
2952,47.232,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.78,575.1,533.22
2955,47.28,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.811,575.92,533.95
2958,47.328,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.843,576.74,534.69
2961,47.376,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.874,577.56,535.42
2964,47.424,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.905,578.38,536.16
2967,47.472,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.937,579.2,536.89
2970,47.52,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.968,580.02,537.63
2973,47.568,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,41.999,580.84,538.37
2976,47.616,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.031,581.66,539.1
2979,47.664,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.062,582.47,539.84
2982,47.712,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.093,583.29,540.58
2985,47.76,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.125,584.11,541.32
2988,47.808,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.156,584.93,542.06
2991,47.856,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.187,585.74,542.79
2994,47.904,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.219,586.56,543.53
2997,47.952,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.25,587.37,544.27
3000,48.0,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.282,588.19,545.02
3003,48.048,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.313,589.0,545.76
3006,48.096,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.344,589.82,546.5
3009,48.144,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.376,590.63,547.24
3012,48.192,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.407,591.44,547.98
3015,48.24,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.438,592.25,548.73
3018,48.288,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.47,593.07,549.47
3021,48.336,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.501,593.88,550.21
3024,48.384,11.092,25.19,0.786,1.1,0.5,2.592,1.9082,28.7506,21.1653,22.598,23.2818,22.9399,0.0114,42.532,594.69,550.96
